OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100051000,113,Trà Đào Cam Sả,1,35297,5
2021010100051000,122,Nước Ép Táo,3,34924,15
2021010100051001,130,Hamburger,2,48267,0
2021010100051001,116,Sinh Tố Bơ,2,48801,10
2021010100051001,121,Nước Ép Dưa Hấu,2,30339,0
2021010100051001,115,Trà Vải,3,33064,0
2021010100051001,133,Cơm Rang,3,42223,0
2021010100051002,107,Americano,3,47017,0
2021010100051002,108,Macchiato,2,51256,0
2021010100051002,140,Bánh Quy,3,17850,15
2021010100051002,124,Bánh Mì Trứng,1,21946,0
2021010100051002,127,Bánh Ngọt Kem,1,37987,0
2021010100051003,137,Snack Bắp Rang,3,18673,0
2021010100051004,105,Latte,2,47713,5
2021010100051004,109,Trà Sữa Truyền Thống,3,40956,5
2021010100051004,113,Trà Đào Cam Sả,2,39203,15
2021010100051005,114,Trà Chanh,1,31923,15
2021010100051005,109,Trà Sữa Truyền Thống,2,37551,0
2021010100051006,102,Cà phê Sữa,3,36166,0
2021010100051006,137,Snack Bắp Rang,1,13410,0
2021010100051007,139,Kẹo Dẻo,2,13496,5
2021010100051007,116,Sinh Tố Bơ,1,40384,10
2021010100051007,127,Bánh Ngọt Kem,1,38351,10
2021010100051008,129,Sandwich,3,43791,0
2021010100051008,111,Trà Sữa Socola,3,48262,0
2021010100051009,103,Espresso,1,58620,10
2021010100051009,101,Cà phê Đen,1,26509,0
2021010100051009,125,Bánh Mì Pate,3,20130,0
2021010100051009,126,Bánh Ngọt Socola,3,36280,5
2021010100051010,112,Trà Sữa Dâu,1,40583,10
2021010100051010,118,Sinh Tố Dâu,3,41694,15
2021010100051011,102,Cà phê Sữa,2,37651,10
2021010100051011,140,Bánh Quy,2,18635,15
2021010100051011,107,Americano,2,42943,0
