OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100001000,112,Trà Sữa Dâu,2,47617,0
2021010100001001,111,Trà Sữa Socola,2,43636,0
2021010100001002,104,Cappuccino,3,50168,15
2021010100001002,125,Bánh Mì Pate,3,29858,15
2021010100001002,112,Trà Sữa Dâu,1,44981,0
2021010100001002,105,Latte,3,49717,0
2021010100001003,127,Bánh Ngọt Kem,1,44990,0
2021010100001003,132,Mì Ý,3,71345,10
2021010100001003,126,Bánh Ngọt Socola,3,39488,0
2021010100001003,109,Trà Sữa Truyền Thống,1,38351,0
2021010100001003,140,Bánh Quy,1,20046,0
2021010100001004,103,Espresso,2,55784,0
2021010100001004,102,Cà phê Sữa,3,34854,15
2021010100001004,122,Nước Ép Táo,1,37804,5
2021010100001004,136,Snack Khoai Tây,3,21837,15
2021010100001005,136,Snack Khoai Tây,1,16374,0
2021010100001005,124,Bánh Mì Trứng,2,24119,0
2021010100001005,139,Kẹo Dẻo,3,11911,10
2021010100001006,139,Kẹo Dẻo,1,8870,15
2021010100001006,109,Trà Sữa Truyền Thống,1,40232,0
2021010100001006,131,Pizza Mini,2,58452,0
2021010100001007,139,Kẹo Dẻo,2,9627,15
2021010100001008,122,Nước Ép Táo,1,31646,5
2021010100001008,133,Cơm Rang,3,35612,0
2021010100001008,108,Macchiato,2,51166,0
2021010100001008,138,Kẹo Socola,2,16031,15
2021010100001009,116,Sinh Tố Bơ,3,45427,10
2021010100001009,119,Sinh Tố Sapoche,1,38319,10
2021010100001009,123,Bánh Mì Thịt,3,31349,10
2021010100001009,115,Trà Vải,2,32611,0
2021010100001010,140,Bánh Quy,2,18803,0
2021010100001010,103,Espresso,3,47030,0
2021010100001010,106,Mocha,3,55750,0
2021010100001010,129,Sandwich,2,42318,0
2021010100001010,114,Trà Chanh,1,29212,15
2021010100001011,125,Bánh Mì Pate,1,25295,5
2021010100001011,116,Sinh Tố Bơ,2,43697,0
2021010100001012,138,Kẹo Socola,3,15787,0
2021010100001012,124,Bánh Mì Trứng,1,21308,15
