OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100047000,124,Bánh Mì Trứng,3,22440,10
2021010100047000,111,Trà Sữa Socola,2,45273,5
2021010100047001,136,Snack Khoai Tây,3,20938,5
2021010100047001,105,Latte,1,45753,10
2021010100047001,119,Sinh Tố Sapoche,2,35124,5
2021010100047001,125,Bánh Mì Pate,3,25263,0
2021010100047002,130,Hamburger,1,46880,5
2021010100047002,107,Americano,2,39198,10
2021010100047003,103,Espresso,3,50652,0
2021010100047003,117,Sinh Tố Xoài,2,41639,0
2021010100047003,140,Bánh Quy,2,21033,0
2021010100047003,135,Gà Rán,3,37831,15
2021010100047004,122,Nước Ép Táo,2,36400,0
2021010100047004,136,Snack Khoai Tây,3,20138,5
2021010100047004,114,Trà Chanh,3,34146,5
2021010100047004,108,Macchiato,1,54365,5
2021010100047004,123,Bánh Mì Thịt,1,30342,10
2021010100047005,113,Trà Đào Cam Sả,3,43803,0
2021010100047005,129,Sandwich,1,43322,5
2021010100047005,121,Nước Ép Dưa Hấu,1,33344,15
2021010100047006,102,Cà phê Sữa,2,33065,0
2021010100047006,113,Trà Đào Cam Sả,2,42036,0
2021010100047007,135,Gà Rán,1,43488,0
2021010100047007,110,Trà Sữa Matcha,1,43604,10
