OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100030000,114,Trà Chanh,1,31403,15
2021010100030000,133,Cơm Rang,3,39188,0
2021010100030000,113,Trà Đào Cam Sả,3,42940,15
2021010100030000,137,Snack Bắp Rang,2,12172,15
2021010100030000,127,Bánh Ngọt Kem,3,44851,0
2021010100030001,111,Trà Sữa Socola,2,39033,15
2021010100030001,140,Bánh Quy,1,23319,15
2021010100030001,130,Hamburger,1,46309,5
2021010100030002,104,Cappuccino,1,53149,15
2021010100030002,108,Macchiato,1,48089,0
2021010100030002,132,Mì Ý,1,64748,10
2021010100030002,140,Bánh Quy,3,17347,5
2021010100030003,134,Xúc Xích,3,32496,0
2021010100030003,140,Bánh Quy,1,15590,0
2021010100030003,131,Pizza Mini,1,68008,0
2021010100030003,126,Bánh Ngọt Socola,2,35561,5
2021010100030003,121,Nước Ép Dưa Hấu,3,25624,0
2021010100030004,116,Sinh Tố Bơ,3,39657,0
2021010100030005,104,Cappuccino,1,52817,5
2021010100030006,127,Bánh Ngọt Kem,2,38175,15
2021010100030007,118,Sinh Tố Dâu,2,35886,0
2021010100030007,105,Latte,1,52121,0
