OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101038000,106,Mocha,1,54308,15
2021010101038000,110,Trà Sữa Matcha,3,40900,0
2021010101038000,118,Sinh Tố Dâu,3,44365,15
2021010101038000,103,Espresso,3,51215,15
2021010101038001,107,Americano,1,45957,0
2021010101038001,131,Pizza Mini,3,54642,0
2021010101038002,107,Americano,1,48805,0
2021010101038002,119,Sinh Tố Sapoche,1,42492,5
2021010101038003,123,Bánh Mì Thịt,1,32340,0
2021010101038003,138,Kẹo Socola,1,19611,10
2021010101038003,114,Trà Chanh,3,26577,10
2021010101038004,117,Sinh Tố Xoài,1,38593,0
2021010101038005,123,Bánh Mì Thịt,1,27732,10
2021010101038005,119,Sinh Tố Sapoche,3,37096,10
2021010101038005,130,Hamburger,1,54377,15
2021010101038005,110,Trà Sữa Matcha,1,42017,0
2021010101038005,137,Snack Bắp Rang,1,19267,0
