OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100060000,110,Trà Sữa Matcha,1,45239,10
2021010100060000,138,Kẹo Socola,1,19053,0
2021010100060001,102,Cà phê Sữa,2,29360,0
2021010100060002,101,Cà phê Đen,1,33076,5
2021010100060002,105,Latte,2,49603,15
2021010100060002,129,Sandwich,3,35801,0
2021010100060002,127,Bánh Ngọt Kem,3,43282,15
2021010100060003,125,Bánh Mì Pate,1,27728,0
2021010100060004,103,Espresso,2,50796,0
2021010100060004,120,Nước Ép Cam,1,37902,0
2021010100060004,110,Trà Sữa Matcha,3,39686,0
2021010100060004,140,Bánh Quy,2,19993,0
2021010100060005,105,Latte,3,54699,0
2021010100060005,104,Cappuccino,3,52276,10
2021010100060005,136,Snack Khoai Tây,2,16122,10
2021010100060006,136,Snack Khoai Tây,1,23718,0
2021010100060006,128,Bánh Croissant,2,37605,5
2021010100060006,114,Trà Chanh,3,29432,0
2021010100060007,117,Sinh Tố Xoài,3,37638,0
2021010100060007,130,Hamburger,2,45891,15
2021010100060007,132,Mì Ý,2,62322,0
2021010100060007,106,Mocha,3,49709,0
2021010100060007,136,Snack Khoai Tây,1,23363,0
2021010100060008,131,Pizza Mini,1,51400,10
2021010100060009,125,Bánh Mì Pate,2,28957,5
2021010100060009,140,Bánh Quy,1,17629,0
2021010100060009,134,Xúc Xích,3,30115,5
2021010100060010,120,Nước Ép Cam,3,32750,0
2021010100060011,136,Snack Khoai Tây,3,16603,10
2021010100060011,103,Espresso,3,48210,0
2021010100060011,125,Bánh Mì Pate,1,29066,10
2021010100060011,134,Xúc Xích,3,32724,0
2021010100060012,136,Snack Khoai Tây,1,18991,0
2021010100060012,124,Bánh Mì Trứng,2,24275,5
2021010100060012,138,Kẹo Socola,3,16206,10
2021010100060012,131,Pizza Mini,1,66565,0
2021010100060012,128,Bánh Croissant,1,37419,0
