OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100035000,113,Trà Đào Cam Sả,3,35093,0
2021010100035000,129,Sandwich,2,39942,0
2021010100035000,104,Cappuccino,1,50130,0
2021010100035001,128,Bánh Croissant,3,38097,0
2021010100035001,131,Pizza Mini,1,58364,15
2021010100035001,106,Mocha,1,51705,0
2021010100035001,135,Gà Rán,1,42909,0
2021010100035001,130,Hamburger,2,51735,10
2021010100035002,137,Snack Bắp Rang,1,18509,15
2021010100035002,103,Espresso,1,46888,5
2021010100035002,107,Americano,3,44501,0
2021010100035002,133,Cơm Rang,2,40239,15
2021010100035003,125,Bánh Mì Pate,1,24451,15
2021010100035003,134,Xúc Xích,2,30397,0
2021010100035004,127,Bánh Ngọt Kem,1,35787,0
2021010100035004,105,Latte,1,53147,5
2021010100035005,113,Trà Đào Cam Sả,2,44614,0
2021010100035006,140,Bánh Quy,3,15880,0
2021010100035007,133,Cơm Rang,3,36217,0
2021010100035008,131,Pizza Mini,3,64018,0
2021010100035009,127,Bánh Ngọt Kem,1,41654,10
2021010100035009,106,Mocha,2,52332,10
2021010100035009,104,Cappuccino,1,45895,10
2021010100035010,130,Hamburger,2,46029,5
2021010100035010,131,Pizza Mini,3,63835,15
2021010100035010,101,Cà phê Đen,3,27808,5
2021010100035010,110,Trà Sữa Matcha,3,40076,0
2021010100035011,113,Trà Đào Cam Sả,1,36186,10
2021010100035011,108,Macchiato,1,49940,0
2021010100035011,116,Sinh Tố Bơ,3,44656,5
2021010100035011,110,Trà Sữa Matcha,3,42695,0
2021010100035011,102,Cà phê Sữa,3,32775,5
