OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101019000,109,Trà Sữa Truyền Thống,2,39541,0
2021010101019001,111,Trà Sữa Socola,1,47367,15
2021010101019001,137,Snack Bắp Rang,2,19535,15
2021010101019001,126,Bánh Ngọt Socola,3,43198,0
2021010101019002,111,Trà Sữa Socola,2,45630,5
2021010101019002,116,Sinh Tố Bơ,2,40342,15
2021010101019002,124,Bánh Mì Trứng,3,26737,15
2021010101019002,108,Macchiato,2,47004,0
2021010101019002,131,Pizza Mini,2,62880,0
2021010101019003,124,Bánh Mì Trứng,2,27538,15
2021010101019003,133,Cơm Rang,1,36098,0
2021010101019003,116,Sinh Tố Bơ,1,48018,15
2021010101019003,112,Trà Sữa Dâu,2,45334,0
2021010101019004,118,Sinh Tố Dâu,2,37675,5
2021010101019005,108,Macchiato,1,51709,0
2021010101019005,106,Mocha,3,58577,0
2021010101019005,117,Sinh Tố Xoài,1,44996,5
2021010101019006,129,Sandwich,1,41506,15
2021010101019006,140,Bánh Quy,1,19059,0
2021010101019007,136,Snack Khoai Tây,2,18890,15
2021010101019007,102,Cà phê Sữa,1,29861,10
2021010101019007,137,Snack Bắp Rang,1,15015,10
2021010101019007,106,Mocha,1,50573,0
2021010101019007,135,Gà Rán,2,38726,0
2021010101019008,140,Bánh Quy,1,16371,15
2021010101019008,108,Macchiato,1,47013,0
2021010101019008,133,Cơm Rang,2,40865,10
2021010101019008,103,Espresso,1,54522,0
2021010101019009,137,Snack Bắp Rang,3,12408,10
2021010101019009,105,Latte,2,53376,15
2021010101019009,126,Bánh Ngọt Socola,3,39968,0
2021010101019009,128,Bánh Croissant,2,34779,5
2021010101019009,119,Sinh Tố Sapoche,2,35239,0
2021010101019010,129,Sandwich,1,43167,0
2021010101019010,123,Bánh Mì Thịt,1,26517,15
2021010101019011,102,Cà phê Sữa,3,29991,15
2021010101019011,130,Hamburger,2,54728,15
2021010101019011,126,Bánh Ngọt Socola,1,42729,0
2021010101019011,110,Trà Sữa Matcha,2,46921,15
2021010101019011,101,Cà phê Đen,2,31271,0
2021010101019012,116,Sinh Tố Bơ,3,41698,10
2021010101019012,140,Bánh Quy,1,23230,10
2021010101019012,128,Bánh Croissant,1,37074,0
