OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101012000,130,Hamburger,1,49726,5
2021010101012001,135,Gà Rán,2,48934,0
2021010101012002,103,Espresso,1,57528,0
2021010101012002,106,Mocha,3,49340,0
2021010101012002,132,Mì Ý,1,60816,15
2021010101012003,101,Cà phê Đen,1,25538,0
2021010101012004,128,Bánh Croissant,1,35556,10
2021010101012004,101,Cà phê Đen,2,34315,5
2021010101012004,123,Bánh Mì Thịt,3,29010,0
2021010101012004,138,Kẹo Socola,2,15861,15
2021010101012005,114,Trà Chanh,1,29608,0
2021010101012006,106,Mocha,1,52266,0
2021010101012007,130,Hamburger,2,48471,0
2021010101012007,112,Trà Sữa Dâu,1,48809,5
2021010101012007,119,Sinh Tố Sapoche,1,44974,15
2021010101012007,111,Trà Sữa Socola,2,39192,15
2021010101012007,132,Mì Ý,3,55453,10
2021010101012008,138,Kẹo Socola,2,12918,10
2021010101012009,136,Snack Khoai Tây,3,22218,15
2021010101012010,139,Kẹo Dẻo,2,14910,0
2021010101012011,112,Trà Sữa Dâu,2,42411,15
2021010101012011,105,Latte,1,46811,15
2021010101012011,140,Bánh Quy,3,24978,0
2021010101012012,140,Bánh Quy,1,15336,10
2021010101012012,116,Sinh Tố Bơ,1,43177,0
2021010101012012,132,Mì Ý,3,67507,5
2021010101012013,134,Xúc Xích,2,25770,0
2021010101012013,110,Trà Sữa Matcha,2,43245,10
2021010101012013,133,Cơm Rang,2,40707,5
2021010101012013,127,Bánh Ngọt Kem,3,40989,15
2021010101012014,130,Hamburger,3,47640,0
2021010101012014,127,Bánh Ngọt Kem,2,39705,15
2021010101012014,126,Bánh Ngọt Socola,3,43931,0
2021010101012014,115,Trà Vải,1,36079,15
