OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101031000,134,Xúc Xích,1,32691,5
2021010101031000,138,Kẹo Socola,1,12754,0
2021010101031001,118,Sinh Tố Dâu,2,36882,15
2021010101031001,132,Mì Ý,2,56110,0
2021010101031001,106,Mocha,1,52672,0
2021010101031001,122,Nước Ép Táo,1,30571,0
2021010101031002,136,Snack Khoai Tây,1,15881,15
2021010101031002,103,Espresso,2,48559,10
2021010101031002,128,Bánh Croissant,2,32992,15
2021010101031002,114,Trà Chanh,2,34409,5
2021010101031002,109,Trà Sữa Truyền Thống,1,39474,0
2021010101031003,103,Espresso,1,47209,0
2021010101031004,116,Sinh Tố Bơ,1,44971,0
2021010101031004,118,Sinh Tố Dâu,1,37953,0
2021010101031005,102,Cà phê Sữa,3,32626,0
2021010101031005,126,Bánh Ngọt Socola,1,44160,5
2021010101031005,115,Trà Vải,2,35544,15
