OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101022000,111,Trà Sữa Socola,3,43476,0
2021010101022000,134,Xúc Xích,1,25383,15
2021010101022000,138,Kẹo Socola,3,12371,5
2021010101022001,125,Bánh Mì Pate,3,25034,0
2021010101022001,128,Bánh Croissant,1,33653,15
2021010101022001,139,Kẹo Dẻo,2,9418,15
2021010101022002,134,Xúc Xích,3,29811,0
2021010101022002,114,Trà Chanh,2,33849,0
2021010101022003,132,Mì Ý,3,63281,0
2021010101022003,126,Bánh Ngọt Socola,3,41802,5
2021010101022003,139,Kẹo Dẻo,2,14615,5
2021010101022003,120,Nước Ép Cam,1,37745,10
2021010101022004,108,Macchiato,2,51226,5
2021010101022004,102,Cà phê Sữa,2,38445,0
2021010101022005,123,Bánh Mì Thịt,1,32865,10
2021010101022006,129,Sandwich,1,36603,5
2021010101022006,126,Bánh Ngọt Socola,2,41638,0
2021010101022006,108,Macchiato,2,53284,15
2021010101022007,115,Trà Vải,1,32969,0
2021010101022007,128,Bánh Croissant,2,34491,15
2021010101022007,140,Bánh Quy,3,18258,0
2021010101022007,119,Sinh Tố Sapoche,1,37993,10
2021010101022008,115,Trà Vải,2,33072,10
2021010101022008,126,Bánh Ngọt Socola,1,41959,5
2021010101022009,132,Mì Ý,1,73925,0
2021010101022009,131,Pizza Mini,3,59727,0
2021010101022010,109,Trà Sữa Truyền Thống,1,41293,5
2021010101022011,140,Bánh Quy,2,23644,10
2021010101022011,130,Hamburger,2,46966,0
2021010101022012,101,Cà phê Đen,1,34618,0
2021010101022012,103,Espresso,2,58491,0
2021010101022012,107,Americano,1,47149,0
2021010101022013,104,Cappuccino,1,45681,10
2021010101022013,102,Cà phê Sữa,2,29145,10
2021010101022013,114,Trà Chanh,1,27962,10
2021010101022013,118,Sinh Tố Dâu,1,44412,0
