OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101037000,124,Bánh Mì Trứng,3,20628,10
2021010101037000,129,Sandwich,3,37417,0
2021010101037000,107,Americano,1,44081,0
2021010101037000,118,Sinh Tố Dâu,1,44822,0
2021010101037001,138,Kẹo Socola,1,15179,0
2021010101037001,116,Sinh Tố Bơ,1,44968,5
2021010101037001,103,Espresso,1,52394,15
2021010101037002,140,Bánh Quy,3,18382,0
2021010101037002,123,Bánh Mì Thịt,3,28863,0
2021010101037002,108,Macchiato,1,47779,5
2021010101037003,137,Snack Bắp Rang,1,17082,0
2021010101037004,113,Trà Đào Cam Sả,3,39757,0
2021010101037004,106,Mocha,3,49646,0
2021010101037004,136,Snack Khoai Tây,2,21130,5
2021010101037004,118,Sinh Tố Dâu,1,43089,0
2021010101037005,139,Kẹo Dẻo,2,11159,15
2021010101037006,127,Bánh Ngọt Kem,3,38527,15
2021010101037006,114,Trà Chanh,1,32452,0
2021010101037006,110,Trà Sữa Matcha,1,47777,5
2021010101037007,137,Snack Bắp Rang,3,14132,0
2021010101037007,121,Nước Ép Dưa Hấu,2,26991,0
2021010101037007,109,Trà Sữa Truyền Thống,2,38712,0
2021010101037008,120,Nước Ép Cam,1,35935,10
2021010101037008,138,Kẹo Socola,1,16559,0
2021010101037008,105,Latte,2,47976,0
2021010101037008,103,Espresso,1,47175,0
2021010101037008,121,Nước Ép Dưa Hấu,3,28826,0
