OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100037000,112,Trà Sữa Dâu,3,48665,0
2021010100037000,131,Pizza Mini,1,58449,15
2021010100037001,112,Trà Sữa Dâu,3,47828,15
2021010100037002,123,Bánh Mì Thịt,1,28186,0
2021010100037002,114,Trà Chanh,2,32227,15
2021010100037002,128,Bánh Croissant,3,30302,5
2021010100037002,140,Bánh Quy,3,19685,5
2021010100037003,110,Trà Sữa Matcha,1,47111,0
2021010100037003,126,Bánh Ngọt Socola,2,36110,5
2021010100037003,116,Sinh Tố Bơ,3,48373,0
2021010100037004,136,Snack Khoai Tây,3,15429,0
2021010100037004,130,Hamburger,3,50664,5
2021010100037005,108,Macchiato,2,45510,10
