OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100026000,104,Cappuccino,3,52389,0
2021010100026000,130,Hamburger,3,48887,15
2021010100026001,115,Trà Vải,2,37641,15
2021010100026001,111,Trà Sữa Socola,3,39713,0
2021010100026002,117,Sinh Tố Xoài,2,44713,15
2021010100026002,131,Pizza Mini,2,57014,0
2021010100026002,135,Gà Rán,2,46307,0
2021010100026003,128,Bánh Croissant,1,38764,5
2021010100026004,115,Trà Vải,2,34151,0
2021010100026004,137,Snack Bắp Rang,3,17746,0
2021010100026004,124,Bánh Mì Trứng,1,20365,10
2021010100026004,111,Trà Sữa Socola,3,39137,10
2021010100026004,117,Sinh Tố Xoài,1,39139,0
