OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100048000,118,Sinh Tố Dâu,3,40865,0
2021010100048000,130,Hamburger,2,48439,15
2021010100048000,132,Mì Ý,3,60259,0
2021010100048000,104,Cappuccino,1,50598,0
2021010100048000,107,Americano,2,45505,5
2021010100048001,125,Bánh Mì Pate,1,23909,0
2021010100048001,120,Nước Ép Cam,1,37348,5
2021010100048002,139,Kẹo Dẻo,2,11136,0
2021010100048003,135,Gà Rán,1,47463,15
2021010100048004,117,Sinh Tố Xoài,1,43335,5
2021010100048004,120,Nước Ép Cam,1,32526,0
2021010100048005,103,Espresso,1,50843,0
2021010100048006,130,Hamburger,2,49658,0
2021010100048006,121,Nước Ép Dưa Hấu,2,29331,15
2021010100048006,110,Trà Sữa Matcha,2,46838,0
2021010100048007,137,Snack Bắp Rang,1,13138,0
2021010100048007,102,Cà phê Sữa,1,29819,10
2021010100048007,139,Kẹo Dẻo,3,8604,10
2021010100048008,136,Snack Khoai Tây,1,23347,0
2021010100048008,132,Mì Ý,2,61952,0
2021010100048008,121,Nước Ép Dưa Hấu,2,34371,15
2021010100048009,103,Espresso,1,47658,0
2021010100048009,122,Nước Ép Táo,3,32151,0
2021010100048010,106,Mocha,3,53821,5
2021010100048010,125,Bánh Mì Pate,1,22685,0
2021010100048010,137,Snack Bắp Rang,1,16600,0
2021010100048010,120,Nước Ép Cam,1,29465,0
2021010100048011,107,Americano,2,48779,5
2021010100048011,125,Bánh Mì Pate,3,22577,0
