OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101006000,107,Americano,2,43973,5
2021010101006000,116,Sinh Tố Bơ,1,45741,15
2021010101006000,130,Hamburger,3,46184,0
2021010101006000,109,Trà Sữa Truyền Thống,1,43278,15
2021010101006001,130,Hamburger,2,53695,0
2021010101006001,127,Bánh Ngọt Kem,1,35815,5
2021010101006002,140,Bánh Quy,1,22483,5
2021010101006002,136,Snack Khoai Tây,3,20108,10
2021010101006002,104,Cappuccino,2,54256,0
2021010101006003,125,Bánh Mì Pate,3,24262,10
2021010101006003,137,Snack Bắp Rang,3,16739,15
2021010101006003,119,Sinh Tố Sapoche,2,39970,0
2021010101006004,134,Xúc Xích,3,34989,0
2021010101006005,106,Mocha,3,51639,0
2021010101006005,138,Kẹo Socola,2,11615,0
2021010101006005,140,Bánh Quy,2,16061,0
2021010101006005,137,Snack Bắp Rang,3,14879,0
2021010101006005,101,Cà phê Đen,1,31736,0
2021010101006006,125,Bánh Mì Pate,1,25575,0
2021010101006006,112,Trà Sữa Dâu,3,43275,0
2021010101006006,135,Gà Rán,1,44103,0
2021010101006006,113,Trà Đào Cam Sả,3,39755,5
2021010101006006,102,Cà phê Sữa,2,32117,5
2021010101006007,108,Macchiato,1,50945,5
2021010101006007,114,Trà Chanh,1,25356,5
2021010101006007,126,Bánh Ngọt Socola,3,43348,0
2021010101006007,113,Trà Đào Cam Sả,1,38997,15
2021010101006008,121,Nước Ép Dưa Hấu,3,31556,15
