OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100022000,113,Trà Đào Cam Sả,1,39749,0
2021010100022000,102,Cà phê Sữa,1,36709,15
2021010100022001,140,Bánh Quy,2,23423,0
2021010100022001,122,Nước Ép Táo,1,30782,0
2021010100022002,129,Sandwich,1,39475,0
2021010100022002,118,Sinh Tố Dâu,3,37212,0
2021010100022002,138,Kẹo Socola,1,18278,10
2021010100022002,115,Trà Vải,2,30337,15
2021010100022002,122,Nước Ép Táo,1,33676,0
2021010100022003,127,Bánh Ngọt Kem,2,36918,15
2021010100022003,131,Pizza Mini,1,51631,0
2021010100022004,113,Trà Đào Cam Sả,1,39686,0
2021010100022004,124,Bánh Mì Trứng,2,27772,0
2021010100022004,115,Trà Vải,2,38372,0
2021010100022004,140,Bánh Quy,1,21693,0
2021010100022005,116,Sinh Tố Bơ,3,42131,0
2021010100022005,135,Gà Rán,2,40136,15
2021010100022005,123,Bánh Mì Thịt,3,26908,0
2021010100022005,133,Cơm Rang,3,44151,15
2021010100022005,105,Latte,1,52593,0
2021010100022006,113,Trà Đào Cam Sả,2,44529,0
2021010100022007,101,Cà phê Đen,2,25409,5
2021010100022007,111,Trà Sữa Socola,2,46812,15
2021010100022007,133,Cơm Rang,1,38686,0
2021010100022007,121,Nước Ép Dưa Hấu,2,27491,0
2021010100022008,102,Cà phê Sữa,2,33761,10
2021010100022008,138,Kẹo Socola,2,14243,5
2021010100022009,121,Nước Ép Dưa Hấu,3,30649,5
2021010100022010,127,Bánh Ngọt Kem,2,41913,0
2021010100022010,134,Xúc Xích,1,26246,15
2021010100022011,122,Nước Ép Táo,3,38987,5
2021010100022011,119,Sinh Tố Sapoche,2,44715,0
