OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100003000,101,Cà phê Đen,1,33883,0
2021010100003000,113,Trà Đào Cam Sả,2,39200,10
2021010100003000,127,Bánh Ngọt Kem,1,41853,0
2021010100003000,132,Mì Ý,3,67838,0
2021010100003000,129,Sandwich,3,41917,10
2021010100003001,123,Bánh Mì Thịt,3,25004,0
2021010100003001,126,Bánh Ngọt Socola,3,38278,0
2021010100003001,129,Sandwich,2,42548,0
2021010100003002,130,Hamburger,3,52982,5
2021010100003002,125,Bánh Mì Pate,1,25240,0
2021010100003002,123,Bánh Mì Thịt,3,29577,0
2021010100003002,105,Latte,2,46126,15
2021010100003003,130,Hamburger,1,53950,5
2021010100003004,130,Hamburger,1,50573,0
2021010100003005,115,Trà Vải,2,35864,0
2021010100003005,130,Hamburger,3,49557,0
2021010100003005,121,Nước Ép Dưa Hấu,1,33647,0
2021010100003006,138,Kẹo Socola,3,13664,10
2021010100003006,115,Trà Vải,1,33865,0
2021010100003006,140,Bánh Quy,3,16455,15
2021010100003007,127,Bánh Ngọt Kem,1,36210,5
2021010100003007,124,Bánh Mì Trứng,3,25744,15
2021010100003007,134,Xúc Xích,2,32206,0
2021010100003007,132,Mì Ý,3,64242,15
2021010100003008,113,Trà Đào Cam Sả,1,37011,0
2021010100003009,113,Trà Đào Cam Sả,2,42192,15
2021010100003009,103,Espresso,1,56840,5
2021010100003010,139,Kẹo Dẻo,3,11821,10
2021010100003010,103,Espresso,1,55558,15
2021010100003011,132,Mì Ý,3,70386,0
2021010100003011,122,Nước Ép Táo,1,29578,0
2021010100003011,117,Sinh Tố Xoài,3,44029,5
2021010100003011,106,Mocha,1,53388,15
2021010100003011,136,Snack Khoai Tây,3,24773,5
