OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100008000,111,Trà Sữa Socola,2,40935,15
2021010100008000,130,Hamburger,3,52708,5
2021010100008001,110,Trà Sữa Matcha,3,47290,0
2021010100008001,113,Trà Đào Cam Sả,3,42286,15
2021010100008001,116,Sinh Tố Bơ,2,48449,10
2021010100008001,137,Snack Bắp Rang,2,18434,0
2021010100008002,105,Latte,2,47208,0
2021010100008002,106,Mocha,1,52255,10
2021010100008002,127,Bánh Ngọt Kem,2,39577,15
2021010100008002,130,Hamburger,1,45073,15
2021010100008002,101,Cà phê Đen,3,27029,10
2021010100008003,102,Cà phê Sữa,1,32552,5
2021010100008003,126,Bánh Ngọt Socola,1,42167,0
2021010100008003,103,Espresso,2,55744,15
2021010100008003,132,Mì Ý,1,57940,5
2021010100008003,135,Gà Rán,1,37990,0
2021010100008004,105,Latte,2,46114,15
2021010100008005,102,Cà phê Sữa,3,31138,0
2021010100008006,127,Bánh Ngọt Kem,3,35712,0
2021010100008006,125,Bánh Mì Pate,2,24456,10
2021010100008007,121,Nước Ép Dưa Hấu,3,28277,0
2021010100008007,128,Bánh Croissant,2,31261,0
2021010100008007,107,Americano,2,44234,0
2021010100008008,104,Cappuccino,1,45812,10
2021010100008008,129,Sandwich,3,44313,10
2021010100008009,117,Sinh Tố Xoài,2,43384,5
2021010100008009,131,Pizza Mini,1,64938,0
2021010100008009,126,Bánh Ngọt Socola,2,35918,0
2021010100008009,138,Kẹo Socola,1,18005,5
2021010100008010,103,Espresso,3,49747,15
2021010100008011,140,Bánh Quy,3,17417,10
2021010100008011,118,Sinh Tố Dâu,3,43897,0
2021010100008012,137,Snack Bắp Rang,1,13118,10
2021010100008012,139,Kẹo Dẻo,1,10449,10
2021010100008012,120,Nước Ép Cam,1,30139,10
2021010100008012,111,Trà Sữa Socola,1,46718,15
2021010100008013,136,Snack Khoai Tây,2,15224,10
2021010100008013,101,Cà phê Đen,3,28413,5
2021010100008013,125,Bánh Mì Pate,1,21265,0
2021010100008013,112,Trà Sữa Dâu,2,47384,10
