OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101005000,110,Trà Sữa Matcha,3,44254,0
2021010101005001,122,Nước Ép Táo,3,34370,15
2021010101005001,108,Macchiato,2,52533,15
2021010101005001,130,Hamburger,1,52107,0
2021010101005001,127,Bánh Ngọt Kem,2,38297,5
2021010101005002,130,Hamburger,2,49163,0
2021010101005003,106,Mocha,3,52494,5
2021010101005003,135,Gà Rán,1,45954,10
2021010101005003,119,Sinh Tố Sapoche,1,39503,0
2021010101005003,136,Snack Khoai Tây,3,16437,10
2021010101005004,118,Sinh Tố Dâu,3,40651,5
2021010101005005,132,Mì Ý,1,58374,0
2021010101005006,116,Sinh Tố Bơ,2,43640,0
2021010101005006,108,Macchiato,1,51455,0
2021010101005006,107,Americano,1,39946,0
2021010101005006,136,Snack Khoai Tây,1,20492,0
