OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100034000,133,Cơm Rang,3,40321,0
2021010100034000,107,Americano,1,45240,15
2021010100034001,138,Kẹo Socola,1,16722,10
2021010100034002,139,Kẹo Dẻo,1,12797,0
2021010100034002,110,Trà Sữa Matcha,2,46534,15
2021010100034003,123,Bánh Mì Thịt,1,27651,0
2021010100034003,113,Trà Đào Cam Sả,1,35718,0
2021010100034003,112,Trà Sữa Dâu,1,48614,10
2021010100034003,117,Sinh Tố Xoài,1,35965,0
2021010100034003,139,Kẹo Dẻo,2,11107,0
2021010100034004,137,Snack Bắp Rang,2,17771,0
2021010100034005,128,Bánh Croissant,1,35979,5
2021010100034005,123,Bánh Mì Thịt,1,30109,0
2021010100034005,107,Americano,3,43311,0
2021010100034005,119,Sinh Tố Sapoche,1,40882,0
2021010100034006,116,Sinh Tố Bơ,2,39664,0
2021010100034006,131,Pizza Mini,3,52569,15
2021010100034006,102,Cà phê Sữa,1,31464,0
