OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100005000,124,Bánh Mì Trứng,2,21710,0
2021010100005000,119,Sinh Tố Sapoche,3,41982,15
2021010100005000,130,Hamburger,1,45160,15
2021010100005000,128,Bánh Croissant,3,33477,0
2021010100005001,117,Sinh Tố Xoài,3,43190,10
2021010100005001,111,Trà Sữa Socola,2,48610,0
2021010100005001,110,Trà Sữa Matcha,1,42583,0
2021010100005002,133,Cơm Rang,2,36861,15
2021010100005002,130,Hamburger,2,50305,0
2021010100005003,108,Macchiato,3,49429,0
2021010100005003,119,Sinh Tố Sapoche,2,41860,15
2021010100005004,134,Xúc Xích,1,32973,15
2021010100005005,120,Nước Ép Cam,3,35459,5
2021010100005006,114,Trà Chanh,1,33240,5
2021010100005006,103,Espresso,3,54696,0
2021010100005007,107,Americano,2,46212,15
2021010100005007,119,Sinh Tố Sapoche,3,35652,0
2021010100005007,126,Bánh Ngọt Socola,3,36436,0
2021010100005007,132,Mì Ý,2,58917,10
2021010100005007,105,Latte,2,52962,0
2021010100005008,137,Snack Bắp Rang,2,12805,10
2021010100005009,119,Sinh Tố Sapoche,3,43821,15
2021010100005009,140,Bánh Quy,2,22880,10
2021010100005010,126,Bánh Ngọt Socola,2,39302,0
2021010100005010,138,Kẹo Socola,3,11363,0
2021010100005011,113,Trà Đào Cam Sả,3,38895,5
2021010100005011,119,Sinh Tố Sapoche,2,44374,5
2021010100005011,125,Bánh Mì Pate,2,28926,0
2021010100005012,111,Trà Sữa Socola,2,48690,15
2021010100005012,140,Bánh Quy,3,20719,0
2021010100005012,119,Sinh Tố Sapoche,2,44832,15
2021010100005012,126,Bánh Ngọt Socola,1,35761,10
2021010100005012,137,Snack Bắp Rang,1,14146,15
2021010100005013,123,Bánh Mì Thịt,3,30767,5
2021010100005013,122,Nước Ép Táo,3,33392,0
2021010100005013,119,Sinh Tố Sapoche,2,36101,10
2021010100005013,125,Bánh Mì Pate,1,22669,0
