OrderID,ProductID,ProductName,Amount,Price,Discount
2021010101016000,106,Mocha,1,56615,0
2021010101016001,137,Snack Bắp Rang,2,15851,15
2021010101016001,120,Nước Ép Cam,1,35294,10
2021010101016001,126,Bánh Ngọt Socola,3,41362,0
2021010101016001,112,Trà Sữa Dâu,3,44708,15
2021010101016001,107,Americano,3,43431,15
2021010101016002,112,Trà Sữa Dâu,3,41369,15
2021010101016002,125,Bánh Mì Pate,1,24668,15
2021010101016002,134,Xúc Xích,3,32311,5
2021010101016002,103,Espresso,3,46714,0
2021010101016002,116,Sinh Tố Bơ,3,39318,10
2021010101016003,123,Bánh Mì Thịt,1,32669,10
2021010101016003,125,Bánh Mì Pate,1,24161,0
2021010101016003,115,Trà Vải,1,36082,0
2021010101016004,131,Pizza Mini,1,64767,15
2021010101016005,112,Trà Sữa Dâu,2,42395,15
2021010101016005,136,Snack Khoai Tây,1,20717,0
2021010101016005,108,Macchiato,3,52768,10
