OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100053000,128,Bánh Croissant,3,33144,0
2021010100053000,114,Trà Chanh,3,27854,0
2021010100053000,111,Trà Sữa Socola,3,42411,0
2021010100053000,132,Mì Ý,2,65216,0
2021010100053000,119,Sinh Tố Sapoche,3,43417,10
2021010100053001,133,Cơm Rang,1,40292,5
2021010100053001,130,Hamburger,1,51955,10
2021010100053001,109,Trà Sữa Truyền Thống,3,43989,10
2021010100053002,107,Americano,2,48989,0
2021010100053002,117,Sinh Tố Xoài,2,37165,15
2021010100053002,103,Espresso,2,50925,5
2021010100053002,116,Sinh Tố Bơ,1,39660,0
2021010100053002,140,Bánh Quy,1,20754,5
2021010100053003,109,Trà Sữa Truyền Thống,1,37757,0
2021010100053003,136,Snack Khoai Tây,3,18625,5
2021010100053003,105,Latte,1,54180,5
2021010100053003,110,Trà Sữa Matcha,1,47719,5
2021010100053004,119,Sinh Tố Sapoche,1,35798,15
2021010100053005,139,Kẹo Dẻo,1,14666,10
2021010100053005,102,Cà phê Sữa,3,37769,0
2021010100053006,123,Bánh Mì Thịt,1,32567,0
2021010100053006,110,Trà Sữa Matcha,1,43155,0
2021010100053006,115,Trà Vải,2,31702,10
2021010100053006,140,Bánh Quy,1,22248,0
2021010100053007,101,Cà phê Đen,2,30008,5
2021010100053007,133,Cơm Rang,1,41035,5
2021010100053007,113,Trà Đào Cam Sả,1,44497,0
2021010100053007,112,Trà Sữa Dâu,3,41681,5
2021010100053007,110,Trà Sữa Matcha,3,47837,15
