OrderID,ProductID,ProductName,Amount,Price,Discount
2021010100032000,117,Sinh Tố Xoài,3,39516,0
2021010100032000,127,Bánh Ngọt Kem,3,42261,15
2021010100032000,131,Pizza Mini,3,57889,10
2021010100032000,115,Trà Vải,3,38268,15
2021010100032001,114,Trà Chanh,1,30432,0
2021010100032001,106,Mocha,1,57967,0
2021010100032001,107,Americano,2,48916,15
2021010100032001,115,Trà Vải,3,36476,0
2021010100032002,117,Sinh Tố Xoài,3,39988,0
2021010100032002,105,Latte,3,52609,10
2021010100032003,105,Latte,1,53305,0
2021010100032003,132,Mì Ý,1,55761,0
2021010100032003,127,Bánh Ngọt Kem,2,39324,10
2021010100032003,131,Pizza Mini,3,60173,0
2021010100032003,119,Sinh Tố Sapoche,1,37540,15
2021010100032004,136,Snack Khoai Tây,1,19559,0
2021010100032004,121,Nước Ép Dưa Hấu,1,34206,0
2021010100032004,101,Cà phê Đen,1,34744,0
2021010100032004,108,Macchiato,3,51052,10
2021010100032004,123,Bánh Mì Thịt,2,31914,0
2021010100032005,127,Bánh Ngọt Kem,1,37461,0
2021010100032005,116,Sinh Tố Bơ,2,47123,15
2021010100032005,109,Trà Sữa Truyền Thống,3,39698,5
2021010100032005,104,Cappuccino,2,48046,5
2021010100032006,129,Sandwich,1,39033,15
2021010100032006,116,Sinh Tố Bơ,3,48851,5
2021010100032007,131,Pizza Mini,3,59405,0
2021010100032008,119,Sinh Tố Sapoche,1,37328,0
2021010100032008,131,Pizza Mini,2,58625,15
2021010100032008,112,Trà Sữa Dâu,2,39797,10
2021010100032008,137,Snack Bắp Rang,1,12598,0
2021010100032009,118,Sinh Tố Dâu,3,42568,0
2021010100032010,104,Cappuccino,1,53016,0
2021010100032010,119,Sinh Tố Sapoche,3,44824,15
2021010100032010,134,Xúc Xích,3,33997,0
2021010100032010,133,Cơm Rang,1,38182,5
2021010100032011,125,Bánh Mì Pate,2,29329,5
2021010100032012,124,Bánh Mì Trứng,1,21441,15
2021010100032012,114,Trà Chanh,1,34829,5
